movie id,release date,video release date,movie title,year,backdrop_path,poster_path
18,01-Jan-95,01-Jan-95,"White Balloon, The",1995,/jRLhcuyTPgcaCzrTKVTVrFDWrYo.jpg,/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
19,01-Jan-95,01-Jan-95,Antonia's Line,1995,/sOkUBkwq21ZEThCX7wboY2Xl3m5.jpg,/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
20,01-Jan-95,01-Jan-95,Angels and Insects,1995,/h5PrPi1fnGACJiYoIJxBpAkqhGU.jpg,/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
21,16-Feb-96,16-Feb-96,Muppet Treasure Island,1996,/ooyDvAkcSClKFrkoknNB5MBbaBB.jpg,/ifGLSfxgl08jXFItoxZgviC1QXi.jpg
22,16-Feb-96,16-Feb-96,Braveheart,1995,/8lBcqakI3F19NWkXdqE0M8W76b9.jpg,/or1gBugydmjToAEq7OZY0owwFk.jpg
23,16-Feb-96,16-Feb-96,Taxi Driver,1976,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,/ekstpH614fwDX8DUln1a2Opz0N8.jpg
24,23-Feb-96,23-Feb-96,Rumble in the Bronx,1995,/h9T2IaeL9VlKY4MJcTNLtLwj4jG.jpg,/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
25,08-Mar-96,08-Mar-96,"Birdcage, The",1996,/40UqrWf4ncxWN71r2otCq9RxvSZ.jpg,/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg
26,01-Jan-95,01-Jan-95,"Brothers McMullen, The",1995,/FMzWki3kw14V8SzQjFaAmR4AWR.jpg,/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
27,01-Jan-95,01-Jan-95,Bad Boys,1995,/3N316jUSdhvPyYTW29G4v9ebbcS.jpg,/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg
28,01-Jan-95,01-Jan-95,Apollo 13,1995,/32zua2oKjn2EaRk7am3qK8zAlEj.jpg,/kzj95o9FlVxKziQq36mjES3wxel.jpg
29,01-Jan-95,01-Jan-95,Batman Forever,1995,/snlu32RmjldF9b068UURJg8sQtn.jpg,/mzzNBVwTiiY94xAXDMWJpNPW2US.jpg
30,01-Jan-67,01-Jan-67,Belle de jour,1967,/ny6tm550dgayBvGtDTtLPV1UBPs.jpg,/enq7agj0TPCVpSLCGWehrYHB5tB.jpg
31,01-Jan-95,01-Jan-95,Crimson Tide,1995,/qKWQ9IEDkMawD7sgKnIGCdFAhct.jpg,/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
32,01-Jan-94,01-Jan-94,Crumb,1994,/hNQ0R4wSaXTUPUQti8FtKLf1HQ6.jpg,/6cLX9c12I6X1Fmg8y7fN3AFwDWF.jpg
33,01-Jan-95,01-Jan-95,Desperado,1995,/kjFYGZLDGWMIp3tV4nuWQ4oWDar.jpg,/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
34,01-Jan-95,01-Jan-95,"Doom Generation, The",1995,/71lG0DEg0JrlXsAiBMZfAU6SScM.jpg,/cRzRj2UBvIH8ryWhu5PNL2PzV7j.jpg
35,01-Jan-95,01-Jan-95,Free Willy 2: The Adventure Home,1995,/kWrGWWEdqtRv3Jn9tCRorEEQ7h5.jpg,/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
36,01-Jan-95,01-Jan-95,Mad Love,1995,/zp4IDqIX4Ww3kyDw7tHV7h58NjR.jpg,/aCtPDFPQ1pQzYz3l2ge3y34hcZp.jpg
37,01-Jan-94,01-Jan-94,Nadja,1994,/nf2Voytnybjw2yBWmW9XQ3XHeCx.jpg,/JXXfItp874i0QqKdvpDSUZL34B.jpg
38,01-Jan-95,01-Jan-95,"Net, The",1995,/hPlL6FjbbZGZNfNaBePhOXSB9WY.jpg,/dtupntUFMD5iXBo8HLfALt2ET4R.jpg
39,01-Jan-95,01-Jan-95,Strange Days,1995,/zSFuvi6fIPT8CHpH1KMG25T2Iub.jpg,/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg
40,01-Jan-95,01-Jan-95,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,/eggQYlM3S6kfZcGoJ49B1K8IfEg.jpg,/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg
41,01-Jan-95,01-Jan-95,Billy Madison,1995,/5ESLsrW33Kw2c3GeLNHrG4Ef9M5.jpg,/iwk9pWR6MwTInEQc8Vw5vGHjeQ0.jpg
42,01-Jan-94,01-Jan-94,Clerks,1994,/2zU6nh8h9WS4aiwoaxgAEv7QPCm.jpg,/zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg
43,01-Jan-94,01-Jan-94,Disclosure,1994,/ztvMJZILa35wruScCh5KstkCuMb.jpg,/njjgCPunNrKxfPLTZX8vHL36LFe.jpg
44,01-Jan-94,01-Jan-94,Dolores Claiborne,1994,/9vJ57nbL4hWJrmsyjKTxiGXqrBU.jpg,/gfCh3TEQNEoro8lq21y4zYIic4D.jpg
45,01-Jan-94,01-Jan-94,Eat Drink Man Woman,1994,/4t5ImGrZLNUwOiKfLLi4iE9A2EV.jpg,/olhIWtIBFg6VWK59DEd4lAvgVgz.jpg
46,01-Jan-94,01-Jan-94,Exotica,1994,/sdgWn2YmR2h0HWFUGXmvbCerQCR.jpg,/3pibvRQK3A1E8cyhX8IQPIAU2J8.jpg
47,01-Jan-94,01-Jan-94,Ed Wood,1994,/3I8ZBD28kWzZmqJ7wNBCmusOZoH.jpg,/n8SrO3WbyuY2b6KazogqbQF348C.jpg
48,01-Jan-94,01-Jan-94,Hoop Dreams,1994,/dLZ6XJP5VpeifymHkobzT5s5s1L.jpg,/7qHwh3mFJs7ldwzGSWsBLmgecfj.jpg
49,01-Jan-94,01-Jan-94,I.Q.,1994,/16ik8U3nxKZnRUguOUIxFe2yYdk.jpg,/1dLR9LX4O8DSyaU5OR3N0472IR.jpg
50,01-Jan-77,01-Jan-77,Star Wars,1977,/4qCqAdHcNKeAHcK8tJ8wNJZa9cx.jpg,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
51,01-Jan-94,01-Jan-94,Legends of the Fall,1994,/ogKegWajhtkFUmDbCqsa2rJLwbn.jpg,/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg
52,01-Jan-94,01-Jan-94,"Madness of King George, The",1994,/2Rf6jQMHGDZpzoeoNdBLbCyRCK7.jpg,/1dTSY023ZyBbgVSKDRuA6JLGSnZ.jpg
53,01-Jan-94,01-Jan-94,Natural Born Killers,1994,/kn3zGuH4fhd1hG0CPFhFkWAP0tk.jpg,/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg
54,01-Jan-95,01-Jan-95,Outbreak,1995,/yych1GDUoSs4r51o1feBnOn5szq.jpg,/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
55,01-Jan-94,01-Jan-94,"Professional, The",1994,/jRJrQ72VLyEnVsvwfep8Xjlvu8c.jpg,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg
56,01-Jan-94,01-Jan-94,Pulp Fiction,1994,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg
57,01-Jan-94,01-Jan-94,Priest,1994,/20tn2zs67BrZ9K618dTNMxhCOra.jpg,/fYHiA7LPGl9DG7m3DUs0Td1VMcO.jpg
58,01-Jan-94,01-Jan-94,Quiz Show,1994,/R5yzaNz6IE2107lcmnzBSerCBP.jpg,/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg
59,01-Jan-94,01-Jan-94,Three Colors: Red,1994,/A9IY3j3Hwf4Q8Q9w5QxSQPYSvCu.jpg,/JHmsBiX1tjCKqAul1lzC20WcAW.jpg
60,01-Jan-93,01-Jan-93,Three Colors: Blue,1993,/s9rWmLANsVlSV4XmuC0IUcseGzO.jpg,/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg
61,01-Jan-94,01-Jan-94,Three Colors: White,1994,/2eBL3wXDZqemW8SJ1RNxqtx6bgJ.jpg,/fdIet3NSa27gobMbaUml66oCQNT.jpg
62,01-Jan-94,01-Jan-94,Stargate,1994,/s2bqHApZlliCuwgyHod0qucrYqZ.jpg,/fyTqTETiXncfESLyKfkgEs7qg7d.jpg
63,01-Jan-94,01-Jan-94,"Santa Clause, The",1994,/wOoZPg0ZCJ1z1KZhVXRvX1eDZqb.jpg,/hvV2rI60qOYELT7tHHLpxtafnBZ.jpg
64,01-Jan-94,01-Jan-94,"Shawshank Redemption, The",1994,/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg
65,01-Jan-93,01-Jan-93,What's Eating Gilbert Grape,1993,/fHuKwcrwltGlWn3510N1YO7vJ4I.jpg,/8r9yts6XHbB1xNLaPC6ExNAK1Qu.jpg
66,01-Jan-95,01-Jan-95,While You Were Sleeping,1995,/rKQG0iR0jxasGj5ptIRWP1TafLo.jpg,/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg
67,01-Jan-94,01-Jan-94,Ace Ventura: Pet Detective,1994,/2MDqPMYUmX7DNZ0yIIDCHpyBC7d.jpg,/yaHnZqJvsSddOKYxf4zCj2Ww2hA.jpg
68,01-Jan-94,01-Jan-94,"Crow, The",1994,/malT2STjWopccqE4xacsnSm5Ln8.jpg,/rMMB3v6jYHjsvXRNJYESacoTD7j.jpg
69,01-Jan-94,01-Jan-94,Forrest Gump,1994,/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg
70,01-Jan-94,01-Jan-94,Four Weddings and a Funeral,1994,/ejFaHWnDP29z7ePw2cJVOsWvOvH.jpg,/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg
71,01-Jan-94,01-Jan-94,"Lion King, The",1994,/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
72,01-Jan-94,01-Jan-94,"Mask, The",1994,/bdhA6nWf5IIyfiGjdegYPu0iK9e.jpg,/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
73,01-Jan-94,01-Jan-94,Maverick,1994,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg
74,01-Jan-65,01-Jan-65,Faster Pussycat! Kill! Kill!,1965,/kEYzCALqaU8cMMRPtghjAjcLRQi.jpg,/4mld2L1vWqgqFQmKa7KU4HzLKPi.jpg
75,01-Jan-94,01-Jan-94,Brother Minister: The Assassination of Malcolm X,1994,,
76,01-Jan-93,01-Jan-93,Carlito's Way,1993,/tqlCsB6AFjQ9dpAOHkd3sEdFS13.jpg,/g6D7mjQtndu768cusGmoEQY9fTB.jpg
77,01-Jan-93,01-Jan-93,"Firm, The",1993,/rB4oTSg3PkH828b3hwn231brzwh.jpg,/i9a4vbkzausnAzH07IOusX3ToTv.jpg
78,01-Jan-93,01-Jan-93,Free Willy,1993,/z2oqTYqFZys9YkAseiUd18Gqqto.jpg,/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg
79,01-Jan-93,01-Jan-93,"Fugitive, The",1993,/hxtjTfIZdNGBLjuqPoUKDYzxg83.jpg,/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg
80,01-Jan-93,01-Jan-93,Hot Shots! Part Deux,1993,/kBqxCAFpLmVxYQLwCKmmXVDtfyh.jpg,/zh9EGK970GHo10ETclWBOjZVUOK.jpg
81,01-Jan-94,01-Jan-94,"Hudsucker Proxy, The",1994,/c43BxV3gM685ZDy2Tq7zAUMwFN7.jpg,/yWKm4yzRU4hokkbYCJ34vwVwb9R.jpg
82,01-Jan-93,01-Jan-93,Jurassic Park,1993,/79bJL9ydAMYVltuNTt4VhxORqIz.jpg,/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg
83,01-Jan-93,01-Jan-93,Much Ado About Nothing,1993,/hiogQBwJIEiOljxRhcufTWWPJX7.jpg,/tvltGP6vYOkHdURag0jPSjhPUAV.jpg
84,01-Jan-94,01-Jan-94,Robert A. Heinlein's The Puppet Masters,1994,/pEpm3o5GM1YU48VrczRP8pdWNAG.jpg,/mzq5uA0P5nfTH8Fl7OESeuDop8P.jpg
85,01-Jan-94,01-Jan-94,"Ref, The",1994,/jRFC2W21pWAwKUqbEmvG5mVbcle.jpg,/bxMjOeECQxHPf6QvkBChdxaOxVh.jpg
86,01-Jan-93,01-Jan-93,"Remains of the Day, The",1993,/vFhxd3Z1zaV3Yu5XLpvWzSxJCe8.jpg,/qtwipjmSypSQuSvz5BNirSxZqbg.jpg
87,01-Jan-93,01-Jan-93,Searching for Bobby Fischer,1993,/swXvzkH1oSVHh4flmcthXnusbwc.jpg,/oAJpHkMpfXiFY9F3HocIz9fhHLc.jpg
88,01-Jan-93,01-Jan-93,Sleepless in Seattle,1993,/fROgQIALHJEmayqLITFHhOMW3ef.jpg,/iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg
89,01-Jan-82,01-Jan-82,Blade Runner,1982,/ilRyazdMJwN05exqhwK4tMKBYZs.jpg,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg
90,01-Jan-93,01-Jan-93,So I Married an Axe Murderer,1993,/58bryilvRpOOwKAmSZhTLMORzA4.jpg,/wMr6ZjfOnCHOA9Qm3jvo0e7nzfx.jpg
91,01-Jan-93,01-Jan-93,"Nightmare Before Christmas, The",1993,/xWT5F1DNxciNLEMXRl49iq8zvN7.jpg,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
92,01-Jan-93,01-Jan-93,True Romance,1993,/nQYyA4wVwd6hltkkTFiK0iMH6Ft.jpg,/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
93,24-May-96,24-May-96,Welcome to the Dollhouse,1995,/cmD7smdQnflmpthFDjSArI2jKZF.jpg,/yrbj1UCLH0oNqWuR9NHuNEdtDF8.jpg
94,01-Jan-90,01-Jan-90,Home Alone,1990,/pnkcE3Q3fPNM9XzWEN1gJJRYYX4.jpg,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg
95,01-Jan-92,01-Jan-92,Aladdin,1992,/nenJjvfe2Eq8uBMXFJnWj5mw4bi.jpg,/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg
96,01-Jan-91,01-Jan-91,Terminator 2: Judgment Day,1991,/8UERCtJeV1nhnZZXvdWeg8WlYhW.jpg,/5M0j0B18abtBI5gi2RhfjjurTqb.jpg
97,01-Jan-90,01-Jan-90,Dances with Wolves,1990,/ifnRFDSlMdLFs9Xjem6WewM68GD.jpg,/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg
98,01-Jan-91,01-Jan-91,"Silence of the Lambs, The",1991,/aYcnDyLMnpKce1FOYUpZrXtgUye.jpg,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg
99,01-Jan-37,01-Jan-37,Snow White and the Seven Dwarfs,1937,/n3pJwYuPnkw7JX7tOMbH0GRfBPn.jpg,/yJSMnMBtcHSub75p1dmdyqnQloa.jpg
100,14-Feb-97,14-Feb-97,Fargo,1996,/747dgDfL5d8esobk7h4odaOFhUq.jpg,/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg
101,08-Mar-81,08-Mar-81,Heavy Metal,1981,/PeeLhvumCVbAoj9qwVr6vClJje.jpg,/atUtWrDlLzT1yeVK2EoYtvbS963.jpg
102,01-Jan-70,01-Jan-70,"Aristocats, The",1970,/oM5mMTGBqsmMJO3l5tkQdQ0Xujm.jpg,/aOWs5XMJEABN6SKCTJBCoeD1kCA.jpg
103,29-Mar-96,29-Mar-96,All Dogs Go to Heaven 2,1996,/pRSPf4zfiU4vlBN2uE3Ii9WpD7T.jpg,/kNmIJILOW9qF2F1Z0qOXkadaS50.jpg
104,29-Mar-96,29-Mar-96,Theodore Rex,1995,/71BTsB16aNZrbidjrV6eLwWGdh2.jpg,/fUUbOE91SK4GCpiyftEY5USjCh1.jpg
105,29-Mar-96,29-Mar-96,Sgt. Bilko,1996,/sdgPc1kAgWz4lYyENk76brVLja.jpg,/q4zmVdQq35ZBj8uyxsU2RCPOQxo.jpg
106,01-Jan-96,01-Jan-96,Diabolique,1996,/oMpX8thZFDVZNS4j240HYSMMvyg.jpg,/pNcwhz3Eyfn3KQ2XykTozbARMpr.jpg
107,14-Jun-96,14-Jun-96,Moll Flanders,1996,/m6Si2vwNCorETZape82t6iuxTj3.jpg,/lHVpzsvjLU7qSCB8UWFqIAavSRu.jpg
108,12-Apr-96,12-Apr-96,Kids in the Hall: Brain Candy,1996,/toRkCDnjSDqvg2rrdbm3nlGrZIm.jpg,/j7LYkIa2KC98ZqZmFIjEmtvlv87.jpg
109,19-Apr-96,19-Apr-96,Mystery Science Theater 3000: The Movie,1996,/hXD4z5xykt9G7SLXstUB96RFflh.jpg,/tlakU3uwNiUgd7aOlb2RoAsGTnY.jpg
110,01-Jan-95,01-Jan-95,Operation Dumbo Drop,1995,/5zkGgMbZLJOe5dTIZO1qG61oO16.jpg,/nfHqQ48aJyxDALQZxTXuN7d2QuX.jpg
111,26-Apr-96,26-Apr-96,"Truth About Cats & Dogs, The",1996,/8WIP9kz086QRulB3au9k1wxzVjv.jpg,/5V10mg1rAbwWYNF6IjnEYokIR8f.jpg
112,10-May-96,10-May-96,Flipper,1996,/mwPMzbwuwqXKb9Lfp7oQMZyoVFz.jpg,/x8tmePZ3082Na0QTqOgB5zZVb2S.jpg
113,19-Apr-96,19-Apr-96,"Horseman on the Roof, The",1995,/5aXOJ5cpzodpZoTDe4NVL0kSkRl.jpg,/tsmwnxi8hGXQTNVqBRCAVsfeGON.jpg
114,05-Apr-96,05-Apr-96,Wallace & Gromit: The Best of Aardman Animation,1996,/i1gcBdYbG6hT6kU3aIVq1ptMXSo.jpg,/hyskvyf01r15VwZXS5gSXY7EMON.jpg
115,26-Apr-96,26-Apr-96,"Haunted World of Edward D. Wood Jr., The",1995,,/q1wbPToYRpXa827OCNqmT4lTnVF.jpg
116,23-Apr-96,23-Apr-96,Cold Comfort Farm,1995,/h5D0kYyT6oyzxOU3LRNeSgAABCZ.jpg,/fkPm7MQhn3YqcRDM9qFDKNHiw7D.jpg
117,07-Jun-96,07-Jun-96,"Rock, The",1996,/uljTV5en1IDNys7w7MLf5DAOTUD.jpg,/kETYRGA15L0wkVPugSl8lKmSgFn.jpg
118,10-May-96,10-May-96,Twister,1996,/o1djbehesYSVlmvGxeqqTaRVCyS.jpg,/opR82XVNZ5A57FcQmxtNniKwR1Y.jpg
119,01-Jan-94,01-Jan-94,Maya Lin: A Strong Clear Vision,1994,,/fqYvHdWNV84yF7zPV3ENHOZ2Jow.jpg
120,28-Jun-96,28-Jun-96,Striptease,1996,/fgoaQOMqT3LdSXVA7sgsOoBZPJb.jpg,/edkpT3vgjEjVrF461AbIwZgkvC7.jpg
121,03-Jul-96,03-Jul-96,Independence Day,1996,/jgiLc2X6OafvcadrNUaMeElgJrQ.jpg,/9S50foUIYGwiNPWOxi1WJF6IPwI.jpg
122,14-Jun-96,14-Jun-96,"Cable Guy, The",1996,/bbheceIw87Gn7lCD1oqhupE2uWX.jpg,/iLmtIWy64uIkxLyi0A0vyzFfn5f.jpg
123,19-Jul-96,19-Jul-96,"Frighteners, The",1996,/krR08gys45BTnY3qXIfBJVDKrvK.jpg,/2ZwWDOoU1yy9qyhLEatcgI94ESy.jpg
124,21-Jun-96,21-Jun-96,Lone Star,1996,/jAWu7vxLOIiDwskIXnF8zqtCnRw.jpg,/lBxY8znsRoqa9Dy2NCe8I6GPsRm.jpg
125,29-Jun-96,29-Jun-96,Phenomenon,1996,/yEBBtk1eyZltGgJt8Z2zi3KIvvX.jpg,/AboUXTrDWEi0PuZUqaft0iwBTm7.jpg
126,06-Sep-96,06-Sep-96,"Spitfire Grill, The",1996,/bMNFWeyxAlrwLdJ1N1rhSDdX87a.jpg,/2pyhUxh7Dn82MD3zOzT9TTnNsXp.jpg
127,01-Jan-72,01-Jan-72,"Godfather, The",1972,/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg
128,26-Jul-96,26-Jul-96,Supercop,1992,/bvxhqwbIf4anv2urMf4ykkRNgR.jpg,/wYGXe2BRIyNX2z7Y6UdQoiw8yfk.jpg
129,04-Oct-96,04-Oct-96,Bound,1996,/9xjUZjuYyehv2qnqMH0oR9nSTft.jpg,/gvP6R6juhe2IpCG7QGDgjyUvm0g.jpg
130,16-Aug-96,16-Aug-96,Kansas City,1996,/z9Hs1wbcJycRL0y0QOr3CNZw48K.jpg,/2RcTYPzsR0QfN5d8g3HjIkIqcbg.jpg
131,01-Jan-61,01-Jan-61,Breakfast at Tiffany's,1961,/ntZAoOP02Y7Ufu3CLVMKGRiAxww.jpg,/79xm4gXw4l7A5D0XukUOJRocFYQ.jpg
132,01-Jan-39,01-Jan-39,"Wizard of Oz, The",1939,/nRsr98MFztBGm532hCVMGXV6qOp.jpg,/OvNYthaTP7z2F4MyU65Hkia9sE.jpg
133,01-Jan-39,01-Jan-39,Gone with the Wind,1939,/ft8WRF2xqEwwGWa59naDUybKTAx.jpg,/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg
134,01-Jan-41,01-Jan-41,Citizen Kane,1941,/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg
135,01-Jan-68,01-Jan-68,2001: A Space Odyssey,1968,/w5IDXtifKntw0ajv2co7jFlTQDM.jpg,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg
136,01-Jan-39,01-Jan-39,Mr. Smith Goes to Washington,1939,/4HagjGPF6dMGYlmx7mEfjLV2kQ0.jpg,/nDjg1fbNyq15excNDl3acd2IqAk.jpg
137,20-Sep-96,20-Sep-96,Big Night,1996,/kIrkRUZF6lu2oCHrlkCigkSUMnV.jpg,/6N04MHSs9hToOTSwWY3gP8PE31w.jpg
138,04-Oct-96,04-Oct-96,D3: The Mighty Ducks,1996,/gG1sSvlLLBACuycyWMpPiu6jmZD.jpg,/wltMr1loUKSCaEV4EDgh21eCRI3.jpg
139,01-Jan-69,01-Jan-69,"Love Bug, The",1969,/w6PpUETms1qZc4WJUqR7PuHpbTT.jpg,/9Lc1efdYZUZia2zsRWcUkiD1KdN.jpg
140,01-Jan-93,01-Jan-93,Homeward Bound: The Incredible Journey,1993,/emjiSiZbDUo40veJEysqulaI027.jpg,/el6dJEpK97OJRQiQhuiSGk2jkV5.jpg
141,01-Jan-54,01-Jan-54,"20,000 Leagues Under the Sea",1954,/pIBZpX9H6U6Nk6gbyWTD4rFKEqq.jpg,/heAEH85fdxEgV98LizHbQCL95iZ.jpg
142,01-Jan-71,01-Jan-71,Bedknobs and Broomsticks,1971,/jQAGYwpp00D9PN7qKIPb4HqNzoq.jpg,/iE9gc9LyrQK6BKMeNb6RrlJKDb.jpg
143,01-Jan-65,01-Jan-65,"Sound of Music, The",1965,/m5n1nguLC3pTJLPKhN5Ek0aNT6E.jpg,/c6CrUZypAsBCaRWX0M3RVRDbhNS.jpg
144,01-Jan-88,01-Jan-88,Die Hard,1988,/oIwfoUFfWfESn0Y8u8jv9lc8li1.jpg,/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg
145,01-Jan-92,01-Jan-92,"Lawnmower Man, The",1992,/rbPZNYkHOuRTSedWrq1rONVeZvp.jpg,/1VLqWcel87oYVmN383FgSH0mCTY.jpg
146,30-Oct-96,30-Oct-96,Unhook the Stars,1996,/srmVuvqEDS1LNobNqGgEZCY9gyI.jpg,/xDa7qRS8iOY5XDvt0DRpwlAJO6H.jpg
147,05-Oct-96,05-Oct-96,"Long Kiss Goodnight, The",1996,/nBTCaI494vkkbPlceZv0HpNLmLl.jpg,/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg
148,11-Oct-96,11-Oct-96,"Ghost and the Darkness, The",1996,/kM2RkLCt3ElQ2NfHgw1CzZXRGfZ.jpg,/3KEPs6RKlin9pT9fqjtW7MSLC8H.jpg
149,01-Nov-96,01-Nov-96,Jude,1996,/vL2bocOzfDldJMJ3Pg2N9TBCqeV.jpg,/o0ZEG22VHIzd0IHN3Z32cao5ZtI.jpg
150,18-Oct-96,18-Oct-96,Swingers,1996,/8B8mdhvEy6mnu1whpLbd6ASoOOl.jpg,/vsctdCbDHApN003Fs3QzJB8Nl9B.jpg
