ratingId,userId,movieId,rating,timestamp
141,174,368,1,1998-02-02 15:46
142,87,274,4,1997-11-18 18:12
143,194,1211,2,1997-11-14 23:49
144,82,1134,2,1998-01-13 18:00
145,13,836,2,1997-12-14 22:49
146,13,272,4,1998-01-11 17:06
147,244,756,2,1997-11-27 4:32
148,305,427,5,1998-02-01 8:51
149,95,787,2,1998-03-03 19:55
150,43,14,2,1998-01-04 23:15
151,299,955,4,1998-03-10 4:07
152,57,419,3,1998-01-01 23:47
153,84,405,3,1997-12-30 3:26
154,269,504,4,1998-04-01 16:58
155,299,111,3,1997-10-26 15:03
156,194,466,4,1997-11-14 16:44
157,160,135,4,1997-10-14 20:26
158,99,268,3,1998-01-24 21:44
159,10,486,4,1997-10-26 17:27
160,259,117,4,1997-09-20 3:09
161,85,427,3,1997-11-13 21:25
162,303,919,4,1997-11-14 0:28
163,213,273,5,1997-11-07 2:49
164,121,514,3,1998-03-31 23:45
165,90,98,5,1998-03-31 22:26
166,49,559,2,1998-02-21 13:23
167,42,794,3,1997-12-03 0:20
168,155,323,2,1997-11-12 21:47
169,68,117,4,1997-10-16 3:52
170,172,177,4,1997-09-29 12:59
171,19,4,4,1998-01-21 20:00
172,268,231,4,1997-10-01 22:15
173,5,2,3,1997-09-30 16:14
174,305,117,2,1998-02-01 9:07
175,44,294,4,1997-12-31 23:52
176,43,137,4,1997-10-04 14:34
177,279,1336,1,1997-09-26 18:25
178,80,466,5,1998-02-13 20:28
179,254,164,4,1998-02-03 2:26
180,298,281,3,1998-01-07 14:28
181,279,1240,1,1998-04-10 2:13
182,66,298,4,1997-12-31 20:48
183,18,443,3,1997-11-21 16:36
184,268,1035,2,1997-09-29 14:09
185,99,79,4,1998-01-24 22:15
186,13,98,4,1997-12-07 17:16
187,26,258,3,1998-03-31 12:39
188,7,455,4,1998-03-31 14:04
189,222,755,4,1997-10-30 3:51
190,200,673,5,1998-01-06 23:15
191,119,328,4,1997-10-15 13:58
192,213,172,5,1997-11-08 2:17
193,276,322,3,1997-09-20 20:13
194,94,1217,3,1998-04-04 20:51
195,130,379,4,1997-10-02 14:14
196,38,328,4,1998-04-13 0:51
197,160,719,3,1997-10-14 19:39
198,293,1267,3,1998-03-03 6:36
199,26,930,2,1998-03-31 23:13
200,130,216,4,1997-09-25 19:42
201,92,1079,3,1998-02-02 18:17
202,256,452,4,1997-12-15 5:49
203,1,61,4,1997-11-03 7:33
204,72,48,4,1997-11-20 14:38
205,56,755,3,1998-04-18 14:36
206,13,360,4,1997-12-14 23:08
207,15,405,2,1997-11-13 21:19
208,92,77,3,1997-09-30 21:23
209,207,476,2,1998-01-09 22:52
210,292,174,5,1997-12-02 23:31
211,232,483,5,1998-02-27 3:20
212,251,748,2,1998-01-31 18:42
213,224,26,3,1998-02-21 23:35
214,181,220,4,1997-11-08 4:13
215,259,255,4,1997-09-20 3:05
216,305,471,4,1998-02-01 9:00
217,52,280,3,1997-12-24 0:20
218,161,202,5,1998-03-29 11:26
219,148,408,5,1997-10-21 1:56
220,125,235,2,1998-04-17 18:42
221,97,228,5,1998-01-08 5:54
222,58,1098,4,1998-01-09 0:15
223,83,234,4,1998-02-16 21:45
224,90,347,4,1998-03-31 22:28
225,272,178,5,1997-11-13 21:05
226,194,181,3,1997-11-14 15:29
227,125,478,4,1997-11-13 20:57
228,110,688,1,1998-02-09 1:26
229,299,14,4,1997-10-26 14:56
230,151,10,5,1997-11-14 16:28
231,269,127,4,1998-04-01 15:56
232,6,14,5,1997-12-31 20:14
233,54,106,3,1997-12-01 0:58
234,303,69,5,1997-11-14 0:32
235,16,944,1,1997-10-24 21:05
236,301,790,4,1997-12-14 5:50
237,276,1091,3,1997-09-20 22:03
238,305,214,2,1998-02-01 8:51
239,194,1028,2,1997-11-14 20:59
240,91,323,2,1998-04-01 13:46
241,87,554,4,1997-11-18 17:59
242,294,109,4,1997-10-25 22:46
243,286,171,4,1997-10-22 14:49
244,200,318,5,1998-01-06 23:14
245,229,328,1,1998-04-03 19:35
246,178,568,4,1997-12-22 21:35
247,303,842,2,1997-11-14 5:20
248,62,65,4,1997-11-12 22:44
249,207,591,3,1997-10-05 2:30
250,92,172,4,1997-09-30 21:01
251,301,401,4,1997-12-14 5:40
252,36,339,5,1997-12-15 3:46
253,70,746,3,1998-01-07 5:17
254,63,242,3,1997-10-01 23:06
255,28,201,3,1997-12-12 21:21
256,279,68,4,1997-09-26 20:56
257,250,7,4,1997-10-29 1:48
258,14,98,3,1998-03-26 3:02
259,299,1018,3,1998-03-10 3:58
260,194,54,3,1997-11-14 16:44
261,303,815,3,1997-11-14 5:32
262,119,237,5,1997-09-20 17:03
263,295,218,5,1997-11-19 19:08
264,268,930,2,1997-10-01 21:55
265,268,2,2,1997-10-01 22:16
266,66,258,4,1997-12-31 20:44
267,233,202,5,1997-11-13 4:11
268,83,623,4,1997-11-23 18:09
269,214,334,3,1998-04-02 18:42
270,192,476,2,1997-12-06 0:30
271,100,344,4,1998-03-31 20:07
272,268,145,1,1997-10-01 22:21
273,301,56,4,1997-12-14 5:16
274,307,89,5,1997-11-11 21:29
275,234,141,3,1998-04-11 22:43
276,83,576,4,1997-11-23 18:12
277,181,264,2,1997-11-08 4:00
278,297,133,4,1997-09-26 2:14
279,38,153,5,1998-04-13 1:19
280,7,382,4,1998-03-31 13:48
281,264,813,4,1998-01-30 1:15
282,181,872,1,1997-11-08 4:03
283,201,146,1,1998-01-07 2:36
284,85,507,4,1997-11-13 21:23
285,269,367,3,1998-04-01 17:00
286,59,468,3,1998-02-23 3:50
287,286,143,4,1998-03-11 21:25
288,193,96,1,1998-03-05 19:01
289,113,595,5,1997-10-04 3:40
290,292,11,5,1997-12-02 23:08
291,130,1014,3,1997-10-07 18:58
292,275,98,4,1997-09-25 2:39
293,189,520,5,1998-04-22 17:16
294,219,82,1,1998-03-09 14:07
295,218,209,5,1997-10-22 2:49
296,123,427,3,1997-11-18 17:10
297,119,222,5,1997-09-20 17:08
298,158,177,4,1997-11-21 17:46
299,222,118,4,1997-10-22 23:43
300,302,322,2,1997-11-13 16:01
301,279,501,3,1997-09-26 21:20
302,301,79,5,1997-12-14 5:13
303,181,3,2,1997-11-08 4:30
304,201,695,1,1998-01-07 2:28
305,13,198,3,1997-12-07 17:19
306,1,189,3,1998-03-01 6:15
307,145,237,5,1997-09-26 10:42
308,23,385,4,1997-09-20 20:14
309,201,767,4,1998-01-06 19:21
310,296,705,5,1998-01-07 18:19
311,42,546,3,1997-12-02 23:36
312,33,872,3,1998-04-07 15:50
313,301,554,3,1997-12-14 5:53
314,16,64,5,1997-10-24 19:11
315,95,135,3,1997-11-10 21:32
316,154,357,4,1997-11-10 5:11
317,77,484,5,1998-01-13 23:22
318,296,508,5,1998-01-07 18:09
319,302,303,2,1997-11-13 15:59
320,244,673,3,1997-11-27 4:57
321,222,77,4,1997-10-30 3:53
322,13,215,5,1997-12-14 23:03
323,16,705,5,1997-10-24 19:52
324,270,452,4,1997-10-15 22:57
325,145,15,2,1997-09-26 10:44
326,187,64,5,1997-11-14 0:00
327,200,304,5,1997-10-05 8:54
328,170,749,5,1998-02-16 16:22
329,101,829,3,1997-10-18 0:55
330,184,218,3,1998-03-14 21:10
331,128,204,4,1997-11-19 19:24
332,181,1295,1,1997-11-08 4:03
333,184,153,3,1998-03-14 21:34
334,1,33,4,1997-11-03 7:38
335,1,160,4,1997-09-24 3:42
336,184,321,5,1998-03-14 20:22
337,54,595,3,1997-12-01 0:56
338,94,343,4,1998-04-04 21:23
339,128,508,4,1997-11-19 19:29
340,23,323,2,1997-09-20 19:37
341,301,227,3,1997-12-14 5:27
342,301,191,3,1997-12-14 5:01
343,112,903,1,1998-04-13 4:02
344,82,183,3,1997-11-05 22:44
345,222,724,3,1997-10-30 3:26
346,218,430,3,1997-10-22 2:45
347,308,1197,4,1998-02-17 18:18
348,303,134,5,1997-11-14 0:39
349,133,751,3,1998-03-22 17:42
350,215,212,2,1998-04-01 13:01
351,69,256,5,1997-12-14 19:02
352,254,662,4,1998-02-13 5:22
353,276,2,4,1997-09-20 21:53
354,104,984,1,1998-02-25 21:36
355,63,1067,3,1997-10-01 23:11
356,267,410,4,1997-11-08 6:33
357,13,56,5,1997-12-07 17:16
358,240,879,3,1998-01-26 0:49
359,286,237,2,1997-10-02 15:40
360,294,271,5,1998-03-07 3:30
361,90,1086,4,1998-03-31 22:47
362,18,26,4,1997-11-21 16:28
363,92,229,3,1997-09-30 21:50
364,308,649,4,1998-02-17 18:14
365,144,89,3,1998-02-22 0:01
366,191,302,4,1998-04-02 23:37
367,59,951,3,1998-02-23 4:00
368,200,96,5,1998-01-06 23:30
369,16,197,5,1997-10-24 20:49
370,61,678,3,1998-04-11 13:45
371,271,199,4,1998-01-26 21:00
372,271,709,3,1998-01-26 21:15
373,142,169,5,1998-02-28 4:32
374,275,597,3,1997-10-07 4:14
375,222,151,3,1997-10-30 3:28
376,87,40,3,1997-11-18 18:15
377,207,258,4,1997-10-26 15:19
378,272,1393,2,1997-11-13 20:57
379,177,333,4,1997-11-21 16:39
380,207,1115,2,1997-11-16 7:21
381,299,577,3,1998-03-10 4:23
382,271,378,4,1998-01-26 21:17
383,305,425,4,1998-02-01 9:14
384,49,959,2,1998-02-21 13:48
385,94,1224,3,1998-04-04 20:46
386,130,1017,3,1997-09-22 18:44
387,10,175,3,1997-10-26 17:57
388,203,321,3,1997-11-25 4:50
389,191,286,4,1998-04-02 23:47
390,43,323,3,1997-10-04 14:25
391,21,558,5,1997-09-22 18:08
392,197,96,5,1998-04-01 5:50
393,13,344,2,1998-02-21 15:07
394,194,66,3,1997-11-14 17:07
395,234,206,4,1998-04-11 22:42
396,308,402,4,1998-02-17 18:38
397,308,640,4,1998-02-17 17:37
398,269,522,5,1998-04-01 16:22
399,94,265,4,1998-04-04 20:31
400,268,62,3,1997-09-26 21:53
401,272,12,5,1997-11-13 21:07
402,121,291,3,1998-04-01 0:27
403,296,20,5,1998-01-07 18:15
404,134,286,3,1998-04-04 23:25
405,180,462,5,1997-10-22 18:16
406,234,612,3,1998-04-08 23:45
407,104,117,2,1998-02-26 4:06
408,38,758,1,1998-04-13 2:30
409,269,845,1,1998-04-01 18:44
410,7,163,4,1998-03-31 14:10
411,234,1451,3,1998-04-08 23:32
412,275,405,2,1997-10-07 4:14
413,52,250,3,1997-12-24 0:17
414,102,823,3,1998-03-02 1:17
415,13,186,4,1998-03-24 2:03
416,178,731,4,1997-12-22 21:52
417,236,71,3,1998-03-17 6:37
418,256,781,5,1997-12-15 5:54
419,263,176,5,1998-03-30 23:15
420,244,186,3,1997-11-27 4:41
421,279,1181,4,1997-09-26 22:46
422,43,815,4,1998-01-04 23:23
423,83,78,2,1997-11-23 18:18
424,151,197,5,1997-11-14 17:31
425,254,436,2,1998-02-03 2:50
426,109,631,3,1997-11-26 21:22
427,297,716,3,1997-09-26 2:03
428,249,188,4,1997-11-16 0:44
429,144,699,4,1998-02-22 0:08
430,301,604,4,1997-12-14 5:06
431,64,392,3,1998-03-12 21:19
432,92,501,2,1997-09-30 21:07
433,222,97,4,1997-10-30 3:22
434,268,436,3,1997-09-26 21:52
435,293,135,5,1998-03-03 6:12
436,213,173,5,1997-11-08 2:17
437,160,460,2,1997-10-14 20:33
438,13,498,4,1997-12-14 22:51
439,59,715,5,1998-02-23 3:52
440,5,17,4,1997-09-30 16:16
441,125,163,5,1997-11-13 21:02
442,174,315,5,1998-02-02 15:19
443,114,505,3,1997-12-04 18:30
444,213,515,4,1997-11-07 2:41
445,23,196,2,1997-09-20 20:22
446,128,15,4,1997-11-19 19:47
447,239,56,4,1998-03-06 10:17
448,181,279,1,1997-11-08 4:22
449,291,80,4,1997-09-24 7:32
450,250,238,4,1997-10-29 1:52
451,201,649,3,1998-01-06 19:17
452,60,60,5,1997-12-28 16:48
453,181,325,2,1997-11-08 4:03
454,119,407,3,1998-02-09 15:37
455,287,1,5,1997-09-27 4:21
456,216,228,3,1997-11-23 0:40
457,216,531,4,1997-11-22 21:23
458,203,471,4,1997-11-25 5:07
459,92,587,3,1997-09-30 23:00
460,13,892,3,1997-12-22 7:03
461,213,176,4,1997-11-08 2:32
462,286,288,5,1997-10-02 15:37
463,117,1047,2,1997-12-01 20:54
464,99,111,1,1998-01-24 21:54
465,11,558,3,1998-04-06 23:10
466,65,47,2,1997-11-11 2:51
467,295,194,4,1997-11-14 14:23
468,269,217,2,1998-04-01 17:26
469,85,259,2,1997-12-09 22:03
470,250,596,5,1997-10-29 1:52
471,137,144,5,1997-12-06 18:41
472,201,960,2,1998-01-06 18:41
473,257,137,4,1997-12-13 21:52
474,111,328,4,1998-04-04 8:52
475,91,480,4,1998-04-01 13:54
476,215,211,4,1998-04-01 13:10
477,181,938,1,1997-11-08 3:59
478,189,1060,5,1998-04-22 16:58
479,1,20,4,1998-02-14 4:51
480,303,404,4,1997-11-14 0:46
481,299,305,3,1997-11-17 3:28
482,187,210,4,1997-11-13 23:54
483,222,278,2,1997-10-22 23:45
484,214,568,4,1998-04-15 19:23
485,293,770,3,1998-03-03 6:30
486,285,191,4,1998-03-22 19:44
487,303,252,3,1997-11-14 21:59
488,96,156,4,1998-01-10 3:27
489,72,1110,3,1997-11-20 14:48
490,115,1067,4,1997-12-03 17:43
491,7,430,3,1998-03-31 13:49
492,116,350,3,1998-02-08 22:45
493,73,480,4,1998-02-28 0:29
494,269,246,5,1998-04-01 18:57
495,263,419,5,1998-03-30 23:11
496,70,431,3,1998-01-07 5:17
497,221,475,4,1997-09-26 3:23
498,72,182,5,1997-11-20 14:35
499,25,357,4,1998-01-26 22:12
500,290,50,5,1997-11-25 15:59
501,189,526,4,1998-04-22 17:30
502,299,303,3,1997-10-23 14:56
503,264,294,3,1998-01-30 0:51
504,200,365,5,1998-01-06 23:39
505,187,135,4,1997-11-14 0:00
506,184,187,4,1998-03-14 20:57
507,63,289,2,1997-10-01 23:03
508,13,229,4,1997-12-17 22:27
509,298,486,3,1998-01-07 14:24
510,235,185,4,1998-03-11 22:30
511,62,712,4,1997-11-12 23:09
512,246,94,2,1998-01-16 4:05
513,54,742,5,1997-12-01 0:06
514,63,762,3,1997-10-01 23:14
515,11,732,3,1998-04-06 23:16
516,92,168,4,1997-09-30 21:08
517,8,550,3,1997-11-12 19:19
518,307,174,4,1997-11-11 21:24
519,303,200,4,1997-11-14 0:47
520,256,849,2,1997-12-15 5:43
521,72,54,3,1997-11-20 14:40
522,164,406,2,1998-03-09 0:13
523,117,150,4,1997-11-21 15:11
524,224,77,4,1998-02-21 23:31
525,193,869,3,1998-03-05 19:56
526,94,184,2,1998-04-04 20:14
527,281,338,2,1997-12-04 1:54
528,130,109,3,1997-09-22 18:43
529,128,371,1,1997-11-19 19:15
530,94,720,1,1998-04-04 20:59
531,182,845,3,1998-01-24 3:37
532,129,873,1,1997-12-27 17:57
533,254,229,4,1998-02-03 2:56
534,64,381,4,1997-11-12 20:11
535,151,176,2,1997-11-14 16:18
536,45,25,4,1997-12-01 22:06
537,193,879,3,1998-03-05 18:40
538,276,922,4,1998-03-06 9:00
539,276,57,3,1997-09-20 20:32
540,234,187,4,1998-04-08 23:45
541,181,306,1,1997-11-08 4:06
542,21,370,1,1997-09-22 18:01
543,293,249,3,1998-03-03 6:07
544,264,721,5,1998-01-30 1:27
545,10,611,5,1997-10-26 17:25
546,197,346,3,1998-04-01 5:37
547,276,142,3,1997-09-20 22:02
548,308,427,4,1998-02-17 17:29
549,221,943,4,1997-09-26 4:05
550,131,126,4,1998-01-01 19:05
551,268,824,2,1997-10-10 21:22
552,109,8,3,1997-11-26 19:30
553,198,58,3,1998-01-07 21:22
554,230,680,4,1997-11-25 18:58
555,181,741,1,1997-11-08 4:21
556,192,1061,4,1997-12-06 0:41
557,234,448,3,1998-04-11 22:58
558,90,900,4,1998-03-31 22:11
559,193,941,4,1998-03-05 19:08
560,128,603,5,1997-11-19 19:13
561,126,905,2,1998-02-19 2:28
562,244,265,4,1997-11-27 4:57
563,90,289,3,1998-03-31 22:11
564,157,25,3,1998-02-07 22:33
565,305,71,3,1998-02-01 9:01
566,119,382,5,1997-09-20 18:55
567,21,222,2,1997-09-22 18:03
568,231,181,4,1998-02-27 18:47
569,280,508,3,1998-04-04 14:34
570,288,132,3,1998-02-01 23:02
571,279,1497,2,1998-03-24 23:02
572,301,33,4,1997-12-14 5:43
573,72,699,3,1997-11-20 14:39
574,90,259,2,1998-03-31 22:13
575,308,55,3,1998-02-17 18:06
576,59,742,3,1998-02-23 3:04
577,94,744,4,1998-04-04 20:24
578,130,642,4,1997-09-25 19:48
579,26,1015,3,1998-03-31 13:48
580,56,121,5,1998-04-15 22:31
581,82,508,2,1998-01-13 17:57
582,62,12,4,1997-11-12 22:26
583,276,40,3,1997-09-20 21:44
584,181,1015,1,1997-11-08 4:25
585,152,301,3,1997-11-21 21:23
586,178,845,4,1997-12-22 20:58
587,217,597,4,1998-03-05 3:54
588,79,303,4,1998-03-30 15:20
589,138,484,4,1997-11-08 21:22
590,308,81,5,1998-02-17 17:41
591,75,284,2,1998-01-06 1:33
592,269,198,4,1998-04-01 16:11
593,307,94,3,1997-10-17 21:11
594,222,781,3,1997-12-02 10:47
595,121,740,3,1998-04-01 0:29
596,269,22,1,1998-04-01 16:27
597,13,864,4,1997-12-14 23:25
598,230,742,5,1997-11-25 19:10
599,269,507,4,1998-04-01 16:40
600,239,1099,5,1998-03-06 10:14
601,245,1028,5,1998-02-26 17:17
602,56,546,3,1998-04-15 22:31
603,295,961,5,1997-11-14 14:59
604,271,1028,2,1998-01-26 20:55
605,222,812,2,1997-12-02 10:38
606,69,240,3,1997-12-14 19:02
607,10,7,4,1997-10-26 18:56
608,22,376,3,1997-11-07 7:18
609,294,931,3,1998-03-07 3:54
610,82,717,1,1998-01-13 18:01
611,279,399,4,1997-09-26 22:44
612,269,234,1,1998-04-01 16:50
613,6,98,5,1997-12-31 20:38
614,243,1039,4,1997-11-20 1:09
615,298,181,4,1998-01-06 22:27
616,282,325,1,1997-12-09 21:30
617,78,323,1,1997-11-15 22:39
618,118,200,5,1997-09-27 18:24
619,283,1114,5,1997-11-12 1:19
620,171,292,4,1998-03-27 21:40
621,70,217,4,1998-01-07 5:31
622,10,100,5,1997-10-26 18:49
623,245,181,4,1998-02-26 17:21
624,107,333,3,1998-03-30 13:24
625,246,561,1,1998-01-16 4:04
626,13,901,1,1998-01-01 16:04
627,276,70,4,1997-09-20 21:27
628,244,17,2,1997-11-27 5:06
629,189,56,5,1998-04-22 17:14
630,226,242,5,1998-01-04 4:37
631,62,1016,4,1997-11-12 22:16
632,276,417,4,1997-09-20 22:01
633,214,478,4,1998-04-02 19:07
634,306,235,4,1997-10-10 17:25
635,222,26,3,1997-10-30 3:44
636,280,631,5,1998-04-04 14:39
637,60,430,5,1997-12-28 16:22
638,56,71,4,1998-04-15 23:34
639,42,274,5,1997-12-02 23:36
640,1,202,5,1997-09-24 3:40
641,13,809,4,1997-12-17 22:26
642,173,289,4,1997-10-22 21:49
643,15,749,1,1997-11-13 21:08
644,185,23,4,1997-12-30 23:24
645,280,540,3,1998-04-04 15:05
646,244,381,4,1997-11-27 4:14
647,150,293,4,1997-11-05 16:22
648,7,497,4,1998-03-31 13:48
649,178,317,4,1997-12-22 21:41
650,178,742,3,1997-12-22 20:50
651,95,1217,3,1997-11-26 19:30
652,234,1462,3,1998-04-11 22:31
653,97,222,5,1998-01-08 5:54
654,109,127,2,1997-11-26 16:57
655,117,268,5,1997-11-21 14:58
656,269,705,2,1998-04-01 16:40
657,130,1246,3,1997-10-07 19:28
658,264,655,4,1998-01-30 1:25
659,207,13,3,1997-09-29 4:20
660,42,588,5,1997-12-03 0:15
661,246,409,2,1998-01-16 4:02
662,87,367,4,1997-11-18 18:11
663,101,304,3,1997-10-18 0:47
664,256,127,4,1997-12-15 5:40
665,92,794,3,1997-09-30 21:26
666,181,762,2,1997-11-08 4:30
667,213,235,1,1997-11-08 2:11
668,92,739,2,1997-10-06 22:06
669,292,661,5,1997-12-02 23:32
670,246,665,4,1998-01-16 3:53
671,274,845,5,1997-11-07 23:32
672,188,692,5,1997-09-24 3:43
673,18,86,4,1997-11-21 16:28
674,5,439,1,1997-11-06 19:27
675,236,632,3,1998-03-17 6:30
676,193,407,4,1998-03-05 19:58
677,144,709,4,1998-02-22 0:05
678,90,1198,5,1998-03-31 22:37
679,48,609,4,1997-11-13 15:26
680,5,225,2,1997-09-30 16:08
681,22,128,5,1997-11-07 7:33
682,311,432,4,1998-01-09 17:04
683,8,22,5,1997-11-12 19:16
684,276,188,4,1997-09-20 21:55
685,222,173,5,1997-10-30 3:44
686,72,866,4,1997-11-20 14:24
687,299,134,4,1997-10-30 6:18
688,1,171,5,1998-03-13 1:15
689,308,295,3,1998-02-17 18:51
690,165,216,4,1997-11-14 16:42
691,222,49,3,1997-10-30 3:51
692,181,121,4,1997-11-08 4:17
693,200,11,5,1998-01-06 23:32
694,234,626,4,1998-04-11 23:12
695,244,707,4,1997-11-27 4:50
696,90,25,5,1998-03-31 22:53
697,208,216,5,1997-12-26 3:52
698,263,96,4,1998-03-30 22:52
699,134,323,4,1998-04-04 23:25
700,279,586,4,1998-04-18 1:57
701,2,292,4,1998-02-27 3:39
702,288,593,2,1998-02-07 22:55
703,49,302,4,1998-02-21 12:50
704,286,153,5,1997-10-22 14:43
705,205,304,3,1998-02-24 1:38
706,22,80,4,1997-11-07 7:20
707,234,318,4,1998-04-08 23:41
708,223,328,3,1998-04-02 20:29
709,15,25,3,1997-11-13 21:23
710,268,147,4,1997-10-10 20:06
711,94,1220,3,1998-04-04 20:44
712,274,405,4,1997-11-07 23:37
713,7,492,5,1998-03-31 13:46
714,268,217,2,1997-10-01 22:21
715,16,55,5,1997-10-24 18:32
716,164,620,3,1998-03-09 0:11
717,290,161,4,1997-11-25 16:11
718,92,515,4,1997-09-30 17:33
719,239,1070,5,1998-03-06 10:10
720,56,449,5,1998-04-15 22:28
721,248,234,4,1998-01-11 16:09
722,234,10,3,1998-03-30 3:17
723,280,1049,2,1998-04-04 15:08
724,308,187,5,1998-02-17 18:06
725,276,64,5,1997-09-20 20:30
726,192,948,3,1997-12-06 0:31
727,122,509,4,1997-11-11 17:48
728,85,588,3,1997-11-29 21:18
729,262,931,2,1997-11-17 18:21
730,201,272,3,1998-01-28 18:55
731,181,870,2,1997-11-08 4:17
